name	url	sku	priority
Рабочая обувь	https://www.wildberries.ru/catalog/zhenshchinam/spetsodezhda/rabochaya-obuv	0	1
Одноразовые изделия	https://www.wildberries.ru/catalog/zhenshchinam/spetsodezhda/odnorazovye-izdeliya	0	1
Средства защиты органов дыхания	https://www.wildberries.ru/catalog/zhenshchinam/spetsodezhda/sredstva-zashchity-organov-dyhaniya	0	4
Средства индивидуальной защиты	https://www.wildberries.ru/catalog/zhenshchinam/spetsodezhda/sredstva-individualnoy-zashchity	0	3
Подарки женщинам	https://www.wildberries.ru/catalog/podarki/zhenshchinam	0	1
Автотовары	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/avtotovary	0	1
Аксессуары	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/aksessuary	0	1
Аксессуары для волос	https://www.wildberries.ru/catalog/podarki/zhenshchinam/aksessuary-dlya-volos	0	4
Для дома	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/dlya-doma	0	2
Игрушки	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/igrushki	0	2
Канцелярия и книги	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/kantselyariya-i-knigi	0	3
Красота	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/krasota	0	1
Открытки и сувениры	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/otkrytki-i-suveniry	0	1
Для праздника	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/podarochnaya-upakovka	0	1
Посуда	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/posuda	0	1
Тапочки	https://www.wildberries.ru/catalog/podarki/zhenshchinam/tapochki	0	4
Хобби и творчество	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/rukodelie	0	4
Бижутерные украшения	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/ukrasheniya	0	1
Ювелирные украшения 	https://www.wildberries.ru/catalog/zhenshchinam/podarki-zhenshchinam/yuvelirnye-ukrasheniya-	0	2
Именные подарки	https://www.wildberries.ru/catalog/podarki-/imennye-podarki	0	1
Обувь	https://www.wildberries.ru/catalog/obuv	0	4
Детская	https://www.wildberries.ru/catalog/obuv/detskaya	0	3
Для девочек	https://www.wildberries.ru/catalog/obuv/detskaya/dlya-devochek	0	3
Для мальчиков	https://www.wildberries.ru/catalog/obuv/detskaya/dlya-malchikov	0	4
Для новорожденных	https://www.wildberries.ru/catalog/obuv/dlya-novorozhdennyh	0	3
Женская	https://www.wildberries.ru/catalog/obuv/zhenskaya	0	2
Балетки и чешки	https://www.wildberries.ru/catalog/obuv/zhenskaya/baletki-i-cheshki	0	4
Босоножки и сандалии	https://www.wildberries.ru/catalog/obuv/zhenskaya/bosonozhki	0	1
Ботинки и полуботинки	https://www.wildberries.ru/catalog/obuv/zhenskaya/botinki-i-polubotinki	0	2
Кеды и кроссовки	https://www.wildberries.ru/catalog/obuv/zhenskaya/kedy-i-krossovki	0	4
Мокасины и топсайдеры	https://www.wildberries.ru/catalog/obuv/zhenskaya/mokasiny-i-topsaydery	0	4
Сабо и мюли	https://www.wildberries.ru/catalog/obuv/zhenskaya/sabo-i-myuli	0	3
Сапоги	https://www.wildberries.ru/catalog/obuv/zhenskaya/sapogi	0	2
Тапочки	https://www.wildberries.ru/catalog/obuv/zhenskaya/tapochki	0	2
Туфли и лоферы	https://www.wildberries.ru/catalog/obuv/zhenskaya/tufli-lofery	0	4
Шлепанцы и аквасоки	https://www.wildberries.ru/catalog/obuv/zhenskaya/shlepantsy-i-akvasoki	0	2
Мужская	https://www.wildberries.ru/catalog/obuv/muzhskaya	0	1
Ботинки и полуботинки	https://www.wildberries.ru/catalog/obuv/muzhskaya/botinki-i-polubotinki	0	3
Кеды и кроссовки	https://www.wildberries.ru/catalog/obuv/muzhskaya/kedy-i-krossovki	0	3
Мокасины и топсайдеры	https://www.wildberries.ru/catalog/obuv/muzhskaya/mokasiny-i-topsaydery	0	2
Сапоги и унты	https://www.wildberries.ru/catalog/obuv/muzhskaya/sapogi-i-unty	0	4
Тапочки	https://www.wildberries.ru/catalog/obuv/muzhskaya/tapochki	0	4
Туфли и лоферы	https://www.wildberries.ru/catalog/obuv/muzhskaya/tufli-lofery	0	2
Шлепанцы и аквасоки	https://www.wildberries.ru/catalog/obuv/muzhskaya/shlepantsy-i-akvasoki	0	4
Спецобувь	https://www.wildberries.ru/catalog/obuv/spetsobuv	0	2
Аксессуары для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi	0	2
Вкладыши для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/vkladyshi-dlya-obuvi	0	2
Губки и щётки	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/gubki-i-shchetki	0	2
Дезодоранты для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/dezodoranty-dlya-obuvi	0	3
Для ремонта и создания обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/dlya-remonta-i-sozdaniya-obuvi	0	1
Дождевики для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/dozhdeviki-dlya-obuvi	0	4
Ледоступы и антискользящие накладки	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/ledostupy-i-antiskolzyashchie-nakladki	0	2
Ложки для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/lozhki-dlya-obuvi	0	1
Мешки и чехлы для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/meshki-i-chekxly-dlya-obuvi	0	3
Растяжители и колодки для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/rastyazhiteli-i-kolodki-dlya-obuvi	0	3
Средства по уходу за обувью	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/sredstva-po-ukxodu-za-obuvyu	0	3
Стельки	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/stelki	0	2
Сушилки для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/sushilki-dlya-obuvi	0	4
Украшения для обуви	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/ukrasheniya-dlya-obuvi	0	2
Шнурки	https://www.wildberries.ru/catalog/obuv/aksessuary-dlya-obuvi/shnurki	0	1
Детям	https://www.wildberries.ru/catalog/detyam	0	2
Для девочек	https://www.wildberries.ru/catalog/detyam/dlya-devochek	0	2
Белье	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/bele	0	4
Блузки и рубашки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/bluzki-i-rubashki	0	3
Брюки и шорты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/bryuki-i-shorty	0	4
Верхняя одежда	https://www.wildberries.ru/catalog/detyam/dlya-devochek/odezhda/verhnyaya-odezhda	0	4
Водолазки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/vodolazki	0	3
Джемперы и кардиганы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/dzhempery-i-kardigany	0	3
Джинсы и джеггинсы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/dzhinsy-dzhegginsy	0	3
Жилеты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/zhilety	0	4
Карнавальные костюмы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/karnavalnye-kostyumy	0	1
Комбинезоны и полукомбинезоны	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/kombinezony	0	2
Костюмы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/kostyumy	0	1
Купальные костюмы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/kupalnye-kostyumy	0	2
Лонгсливы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/longslivy	0	3
Обувь	https://www.wildberries.ru/catalog/detyam/dlya-devochek/obuv	0	2
Одежда для дома	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/odezhda-dlya-doma	0	4
Пижамы и сорочки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/odezhda-dlya-doma/pizhamy-i-sorochki	0	2
Пиджаки и жакеты	https://www.wildberries.ru/catalog/detyam/dlya-devochek/pidzhaki-i-zhakety	0	4
Платья и сарафаны	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/platya	0	2
Свитшоты	https://www.wildberries.ru/catalog/detyam/dlya-devochek/svitshoty	0	3
Толстовки	https://www.wildberries.ru/catalog/detyam/dlya-devochek/tolstovki	0	4
Туники	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/tuniki	0	1
Фартуки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/fartuki	0	2
Футболки и топы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/futbolki-i-topy	0	3
Халаты	https://www.wildberries.ru/catalog/detyam/dlya-devochek/kxalaty	0	3
Худи	https://www.wildberries.ru/catalog/detyam/dlya-devochek/hudi	0	1
Юбки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-devochek/yubki	0	2
Для мальчиков	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov	0	3
Белье	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/bele	0	1
Брюки и шорты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/bryuki-i-shorty	0	2
Верхняя одежда	https://www.wildberries.ru/catalog/detyam/dlya-malchikov/odezhda/verhnyaya-odezhda	0	3
Водолазки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/vodolazki	0	4
Джемперы и кардиганы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/dzhempery-i-kardigany	0	1
Джинсы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/dzhinsy	0	4
Жилеты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/zhilety	0	1
Карнавальные костюмы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/karnavalnye-kostyumy	0	3
Комбинезоны и полукомбинезоны	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/kombinezony	0	2
Костюмы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/kostyumy	0	1
Лонгсливы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/longslivy	0	1
Обувь	https://www.wildberries.ru/catalog/detyam/dlya-malchikov/obuv	0	3
Одежда для дома	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma	0	3
Брюки и шорты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/bryuki-i-shorty	0	2
Джемперы и кардиганы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/dzhempery-i-kardigany	0	3
Жакеты и жилеты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/zhakety-i-zhilety	0	1
Костюмы и комбинезоны	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/kostyumy-i-kombinezony	0	3
Пижамы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/pizhamy	0	3
Рубашки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/rubashki	0	1
Толстовки и лонгсливы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/tolstovki-i-longslivy	0	1
Футболки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/futbolki	0	1
Халаты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/odezhda-dlya-doma/kxalaty	0	1
Пиджаки и жакеты	https://www.wildberries.ru/catalog/detyam/dlya-malchikov/pidzhaki-i-zhakety	0	1
Плавки и бордшорты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/plavki-i-bordshorty	0	2
Рубашки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/rubashki	0	3
Свитшоты	https://www.wildberries.ru/catalog/detyam/dlya-malchikov/svitshoty	0	2
Толстовки	https://www.wildberries.ru/catalog/detyam/dlya-malchikov/tolstovki	0	3
Фартуки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/fartuki	0	2
Футболки и майки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/futbolki-i-mayki	0	2
Худи	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-malchikov/hudi	0	1
Для новорожденных	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh	0	4
Аксессуары	https://www.wildberries.ru/catalog/detyam/dlya-novorozhdennyh/aksessuary	0	3
Белье	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/bele	0	2
Боди и ползунки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/bodi-polzunki	0	2
Брюки и шорты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/bryuki-shorty	0	4
Верхняя одежда	https://www.wildberries.ru/catalog/detyam/dlya-novorozhdennyh/odezhda/verhnyaya-odezhda	0	4
Жакеты и болеро	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/zhakety-bolero	0	2
Комбинезоны и полукомбинезоны	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/kombinezony	0	2
Конверты и спальные мешки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/konverty	0	1
Костюмы и комплекты	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/kostyumy	0	3
Кофточки и джемперы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/koftochki-dzhempery	0	3
Одежда для дома	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/odezhda-dlya-doma	0	4
Одежда для крещения	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/odezhda-dlya-kreshcheniya	0	3
Одежда на выписку	https://www.wildberries.ru/catalog/detyam/dlya-novorozhdennyh/odezhda-na-vypisku	0	4
Пинетки	https://www.wildberries.ru/catalog/detyam/dlya-novorozhdennyh/pinetki	0	4
Платья и юбки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/platya-yubki	0	2
Распашонки	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/raspashonki	0	4
Футболки и топы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/futbolki-topy	0	3
Халаты и пижамы	https://www.wildberries.ru/catalog/detyam/odezhda/dlya-novorozhdennyh/kxalaty-i-pizhamy	0	1
Детская электроника	https://www.wildberries.ru/catalog/elektronika/detskaya-elektronika	0	2
Конструкторы	https://www.wildberries.ru/catalog/detyam/konstruktory	0	1
Детский транспорт	https://www.wildberries.ru/catalog/sport/dlya-detey/detskiy-transport	0	4
Прогулки и путешествия	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie	0	1
Коляски	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie/kolyaski	0	4
Коляски прогулочные	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie/kolyaski/kolyaski-progulochnye	0	1
Коляски-трости	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie/kolyaski/kolyaski-trosti	0	1
Коляски-трансформеры	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie/kolyaski/kolyaski-transformery	0	4
Коляски-люльки	https://www.wildberries.ru/catalog/detyam/tovary-dlya-malysha/peredvizhenie/kolyaski/kolyaski-lyulki	0	2
